rule_id,created_at,updated_at,category_id,category_name,impact_name,impact,likelihood,node_id,tags,playbook_count,reboot_required,publish_date,impacted_systems_count,reports_shown,rule_status,total_risk,hosts_acked_count,rating
rule_36,2024-06-11T00:00:00,2024-06-25T00:00:00,3,Stability,Decreased Security,2,3,7894634,database,1,True,2024-06-15T00:00:00,7,True,enabled,1,2,3
rule_37,2024-06-10T00:00:00,2024-06-11T00:00:00,4,Performance,Decreased Security,2,5,7853481,performance,3,True,2024-06-18T00:00:00,10,True,enabled,2,2,2
rule_38,2024-06-28T00:00:00,2024-06-29T00:00:00,4,Performance,Decreased Security,2,4,1588577,database,0,False,2024-06-28T00:00:00,4,True,enabled,3,1,0
rule_39,2024-06-27T00:00:00,2024-06-30T00:00:00,1,Availability,Database Performance Loss,2,4,3038665,tuning,2,False,2024-06-27T00:00:00,8,True,enabled,3,2,4
rule_40,2024-06-17T00:00:00,2024-06-18T00:00:00,3,Stability,Database Performance Loss,2,2,7352646,availability,1,False,2024-06-25T00:00:00,10,True,enabled,3,5,5
rule_41,2024-06-15T00:00:00,2024-06-20T00:00:00,4,Performance,Database Performance Loss,2,2,3063450,hardening,0,False,2024-06-25T00:00:00,7,True,enabled,2,5,3
rule_42,2024-06-15T00:00:00,2024-06-30T00:00:00,3,Stability,Database Performance Loss,2,1,4688780,logging,3,False,2024-06-16T00:00:00,5,True,enabled,4,3,0
rule_43,2024-06-27T00:00:00,2024-06-29T00:00:00,4,Performance,Database Performance Loss,2,1,2867052,tuning,3,True,2024-06-30T00:00:00,1,True,enabled,2,0,4
rule_44,2024-06-01T00:00:00,2024-06-23T00:00:00,1,Availability,Decreased Security,2,1,7768781,hardening,3,False,2024-06-09T00:00:00,4,True,enabled,5,1,1
rule_45,2024-06-27T00:00:00,2024-06-30T00:00:00,4,Performance,Best Practice,1,1,3883856,logging,3,True,2024-06-28T00:00:00,9,True,enabled,5,4,5
rule_46,2024-06-09T00:00:00,2024-06-12T00:00:00,2,Security,Best Practice,1,5,3644099,logging,3,False,2024-06-12T00:00:00,2,True,enabled,3,5,4
rule_47,2024-06-11T00:00:00,2024-06-14T00:00:00,3,Stability,Database Performance Loss,2,2,5446968,stability,1,False,2024-06-25T00:00:00,8,True,enabled,4,0,4
rule_48,2024-06-21T00:00:00,2024-06-26T00:00:00,4,Performance,Best Practice,1,1,9967605,performance,0,True,2024-06-21T00:00:00,4,True,enabled,3,2,4
rule_49,2024-06-27T00:00:00,2024-06-27T00:00:00,1,Availability,Database Performance Loss,2,5,2260300,availability,1,True,2024-06-30T00:00:00,5,True,enabled,2,4,5
rule_50,2024-06-15T00:00:00,2024-06-21T00:00:00,4,Performance,Best Practice,1,4,9967427,tuning,3,False,2024-06-20T00:00:00,4,True,enabled,2,2,5
rule_51,2024-06-02T00:00:00,2024-06-20T00:00:00,2,Security,Decreased Security,2,2,6564028,stability,0,False,2024-06-07T00:00:00,4,True,enabled,3,4,4
rule_52,2024-06-06T00:00:00,2024-06-28T00:00:00,3,Stability,Decreased Security,2,5,4428981,stability,2,False,2024-06-12T00:00:00,7,True,enabled,2,4,3
rule_53,2024-06-06T00:00:00,2024-06-27T00:00:00,1,Availability,Database Performance Loss,2,2,7152320,logging,2,True,2024-06-29T00:00:00,7,True,enabled,5,2,2
rule_54,2024-06-22T00:00:00,2024-06-27T00:00:00,3,Stability,Database Performance Loss,2,3,9984511,security,0,False,2024-06-27T00:00:00,9,True,enabled,5,1,4
rule_55,2024-06-28T00:00:00,2024-06-28T00:00:00,2,Security,Decreased Security,2,2,3657285,tuning,0,True,2024-06-30T00:00:00,1,True,enabled,1,3,1
rule_56,2024-06-05T00:00:00,2024-06-22T00:00:00,3,Stability,Best Practice,1,1,4445484,tuning,3,False,2024-06-12T00:00:00,6,True,enabled,1,3,0
rule_57,2024-06-11T00:00:00,2024-06-22T00:00:00,4,Performance,Decreased Security,2,1,6032782,logging,0,True,2024-06-14T00:00:00,4,True,enabled,1,5,3
rule_58,2024-06-04T00:00:00,2024-06-21T00:00:00,4,Performance,Decreased Security,2,1,8671319,performance,2,True,2024-06-11T00:00:00,10,True,enabled,2,4,2
rule_59,2024-06-05T00:00:00,2024-06-28T00:00:00,4,Performance,Best Practice,1,2,9063335,availability,0,True,2024-06-11T00:00:00,1,True,enabled,5,0,4
rule_60,2024-06-06T00:00:00,2024-06-11T00:00:00,1,Availability,Database Performance Loss,2,4,9856270,tuning,3,True,2024-06-23T00:00:00,1,True,enabled,5,5,3
rule_61,2024-06-02T00:00:00,2024-06-22T00:00:00,4,Performance,Best Practice,1,1,1967022,logging,2,False,2024-06-18T00:00:00,9,True,enabled,2,0,3
rule_62,2024-06-21T00:00:00,2024-06-27T00:00:00,3,Stability,Decreased Security,2,3,7878206,performance,0,True,2024-06-28T00:00:00,5,True,enabled,1,3,2
rule_63,2024-06-02T00:00:00,2024-06-04T00:00:00,4,Performance,Decreased Security,2,3,1912813,logging,3,False,2024-06-27T00:00:00,3,True,enabled,1,0,3
rule_64,2024-06-18T00:00:00,2024-06-25T00:00:00,4,Performance,Database Performance Loss,2,1,6394805,logging,2,True,2024-06-30T00:00:00,6,True,enabled,4,1,0
rule_65,2024-06-10T00:00:00,2024-06-29T00:00:00,2,Security,Database Performance Loss,2,1,9762027,security,1,True,2024-06-12T00:00:00,2,True,enabled,2,2,1
rule_66,2024-06-25T00:00:00,2024-06-30T00:00:00,2,Security,Decreased Security,2,1,1490890,performance,2,True,2024-06-25T00:00:00,9,True,enabled,3,5,0
rule_67,2024-06-17T00:00:00,2024-06-20T00:00:00,2,Security,Decreased Security,2,4,9477620,logging,1,True,2024-06-24T00:00:00,9,True,enabled,1,3,0
rule_68,2024-06-08T00:00:00,2024-06-28T00:00:00,4,Performance,Database Performance Loss,2,5,1336400,availability,0,False,2024-06-13T00:00:00,7,True,enabled,2,2,0
rule_69,2024-06-02T00:00:00,2024-06-14T00:00:00,1,Availability,Best Practice,1,2,3197240,tuning,1,True,2024-06-20T00:00:00,8,True,enabled,2,5,5
rule_70,2024-06-08T00:00:00,2024-06-30T00:00:00,1,Availability,Database Performance Loss,2,5,3050367,hardening,0,True,2024-06-08T00:00:00,6,True,enabled,5,2,4
rule_71,2024-06-21T00:00:00,2024-06-22T00:00:00,1,Availability,Decreased Security,2,2,5832400,performance,0,False,2024-06-30T00:00:00,8,True,enabled,1,3,3
rule_72,2024-06-24T00:00:00,2024-06-25T00:00:00,1,Availability,Best Practice,1,1,8914499,security,0,True,2024-06-28T00:00:00,9,True,enabled,1,0,4
rule_73,2024-06-03T00:00:00,2024-06-11T00:00:00,4,Performance,Database Performance Loss,2,5,3708830,tuning,3,False,2024-06-27T00:00:00,9,True,enabled,1,3,2
rule_74,2024-06-27T00:00:00,2024-06-29T00:00:00,2,Security,Best Practice,1,5,1671851,tuning,3,True,2024-06-28T00:00:00,6,True,enabled,4,5,0
rule_75,2024-06-03T00:00:00,2024-06-12T00:00:00,3,Stability,Best Practice,1,5,6338863,availability,0,False,2024-06-15T00:00:00,9,True,enabled,5,1,3
rule_76,2024-06-17T00:00:00,2024-06-20T00:00:00,4,Performance,Best Practice,1,3,6729537,tuning,2,False,2024-06-26T00:00:00,2,True,enabled,4,3,2
rule_77,2024-06-14T00:00:00,2024-06-22T00:00:00,1,Availability,Best Practice,1,2,3983471,security,1,False,2024-06-15T00:00:00,3,True,enabled,4,2,1
rule_78,2024-06-02T00:00:00,2024-06-17T00:00:00,1,Availability,Best Practice,1,3,7697910,security,3,False,2024-06-18T00:00:00,1,True,enabled,2,0,4
rule_79,2024-06-13T00:00:00,2024-06-26T00:00:00,1,Availability,Best Practice,1,5,5345138,tuning,3,False,2024-06-26T00:00:00,9,True,enabled,2,5,2
rule_80,2024-06-29T00:00:00,2024-06-30T00:00:00,2,Security,Database Performance Loss,2,4,5525891,availability,0,False,2024-06-30T00:00:00,5,True,enabled,5,5,0
rule_81,2024-06-07T00:00:00,2024-06-19T00:00:00,1,Availability,Best Practice,1,2,2653250,hardening,3,False,2024-06-07T00:00:00,1,True,enabled,3,0,2
rule_82,2024-06-25T00:00:00,2024-06-29T00:00:00,4,Performance,Best Practice,1,4,6271692,logging,0,True,2024-06-30T00:00:00,2,True,enabled,4,0,4
rule_83,2024-06-13T00:00:00,2024-06-22T00:00:00,4,Performance,Database Performance Loss,2,1,9800670,stability,1,False,2024-06-24T00:00:00,7,True,enabled,1,5,4
rule_84,2024-06-04T00:00:00,2024-06-19T00:00:00,1,Availability,Best Practice,1,4,2854574,availability,1,False,2024-06-08T00:00:00,8,True,enabled,2,5,4
rule_85,2024-06-10T00:00:00,2024-06-14T00:00:00,3,Stability,Decreased Security,2,4,5981517,performance,3,False,2024-06-25T00:00:00,2,True,enabled,4,4,5
rule_86,2024-06-26T00:00:00,2024-06-30T00:00:00,1,Availability,Database Performance Loss,2,4,1264492,hardening,2,False,2024-06-28T00:00:00,5,True,enabled,4,2,0
rule_87,2024-06-17T00:00:00,2024-06-27T00:00:00,2,Security,Best Practice,1,3,7393754,logging,3,False,2024-06-29T00:00:00,7,True,enabled,1,5,0
rule_88,2024-06-20T00:00:00,2024-06-25T00:00:00,2,Security,Best Practice,1,4,4815671,tuning,3,True,2024-06-28T00:00:00,3,True,enabled,4,2,3
rule_89,2024-06-14T00:00:00,2024-06-15T00:00:00,4,Performance,Best Practice,1,3,8228064,logging,2,True,2024-06-22T00:00:00,7,True,enabled,4,2,5
rule_90,2024-06-12T00:00:00,2024-06-18T00:00:00,1,Availability,Database Performance Loss,2,5,1860982,logging,1,True,2024-06-19T00:00:00,1,True,enabled,2,0,4
rule_91,2024-06-29T00:00:00,2024-06-30T00:00:00,3,Stability,Decreased Security,2,2,9499072,performance,2,True,2024-06-30T00:00:00,3,True,enabled,1,4,0
rule_92,2024-06-05T00:00:00,2024-06-29T00:00:00,2,Security,Best Practice,1,2,1570937,availability,0,True,2024-06-05T00:00:00,10,True,enabled,1,5,4
rule_93,2024-06-11T00:00:00,2024-06-21T00:00:00,3,Stability,Database Performance Loss,2,2,4171668,security,3,True,2024-06-11T00:00:00,2,True,enabled,4,2,5
rule_94,2024-06-07T00:00:00,2024-06-08T00:00:00,1,Availability,Best Practice,1,4,5871803,stability,2,True,2024-06-20T00:00:00,5,True,enabled,5,0,2
rule_95,2024-06-07T00:00:00,2024-06-15T00:00:00,1,Availability,Best Practice,1,5,7500101,logging,0,False,2024-06-28T00:00:00,6,True,enabled,2,5,3
rule_96,2024-06-21T00:00:00,2024-06-21T00:00:00,3,Stability,Decreased Security,2,4,8343523,hardening,1,True,2024-06-21T00:00:00,7,True,enabled,5,2,3
rule_97,2024-06-16T00:00:00,2024-06-18T00:00:00,1,Availability,Database Performance Loss,2,2,7808810,database,1,True,2024-06-21T00:00:00,6,True,enabled,3,2,2
rule_98,2024-06-26T00:00:00,2024-06-29T00:00:00,3,Stability,Best Practice,1,3,9511675,stability,2,True,2024-06-27T00:00:00,3,True,enabled,2,4,4
rule_99,2024-06-29T00:00:00,2024-06-29T00:00:00,2,Security,Decreased Security,2,4,5915187,hardening,2,False,2024-06-29T00:00:00,9,True,enabled,3,2,5
rule_100,2024-06-15T00:00:00,2024-06-19T00:00:00,4,Performance,Best Practice,1,2,7656047,security,3,False,2024-06-17T00:00:00,5,True,enabled,1,1,2
rule_101,2024-06-08T00:00:00,2024-06-13T00:00:00,2,Security,Database Performance Loss,2,2,6843706,security,0,False,2024-06-12T00:00:00,5,True,enabled,4,2,1
rule_102,2024-06-29T00:00:00,2024-06-29T00:00:00,2,Security,Best Practice,1,5,3206738,logging,1,False,2024-06-29T00:00:00,2,True,enabled,4,0,3
rule_103,2024-06-30T00:00:00,2024-06-30T00:00:00,2,Security,Decreased Security,2,1,2720768,availability,3,False,2024-06-30T00:00:00,1,True,enabled,5,3,2
rule_104,2024-06-28T00:00:00,2024-06-30T00:00:00,1,Availability,Decreased Security,2,1,1840950,logging,0,False,2024-06-28T00:00:00,8,True,enabled,5,1,0
rule_105,2024-06-15T00:00:00,2024-06-20T00:00:00,3,Stability,Decreased Security,2,3,6089340,tuning,2,False,2024-06-24T00:00:00,1,True,enabled,2,0,2
rule_106,2024-06-02T00:00:00,2024-06-02T00:00:00,1,Availability,Best Practice,1,5,2565493,performance,2,True,2024-06-11T00:00:00,5,True,enabled,3,3,5
rule_107,2024-06-20T00:00:00,2024-06-30T00:00:00,2,Security,Best Practice,1,3,7916260,logging,0,False,2024-06-21T00:00:00,5,True,enabled,3,3,3
rule_108,2024-06-25T00:00:00,2024-06-26T00:00:00,3,Stability,Database Performance Loss,2,1,6557698,security,3,True,2024-06-28T00:00:00,2,True,enabled,4,0,1
rule_109,2024-06-12T00:00:00,2024-06-12T00:00:00,2,Security,Decreased Security,2,2,5810877,hardening,1,False,2024-06-24T00:00:00,10,True,enabled,1,4,1
rule_110,2024-06-06T00:00:00,2024-06-17T00:00:00,2,Security,Decreased Security,2,2,4759796,hardening,0,True,2024-06-29T00:00:00,5,True,enabled,2,1,5
rule_111,2024-06-01T00:00:00,2024-06-16T00:00:00,2,Security,Best Practice,1,2,5926954,stability,0,False,2024-06-18T00:00:00,3,True,enabled,4,0,3
rule_112,2024-06-15T00:00:00,2024-06-17T00:00:00,1,Availability,Database Performance Loss,2,4,7301487,tuning,0,True,2024-06-19T00:00:00,9,True,enabled,2,2,2
rule_113,2024-06-25T00:00:00,2024-06-30T00:00:00,4,Performance,Best Practice,1,2,8869479,performance,3,True,2024-06-27T00:00:00,2,True,enabled,2,5,3
rule_114,2024-06-01T00:00:00,2024-06-22T00:00:00,1,Availability,Best Practice,1,3,7984967,hardening,1,False,2024-06-02T00:00:00,1,True,enabled,5,2,0
rule_115,2024-06-05T00:00:00,2024-06-15T00:00:00,4,Performance,Database Performance Loss,2,5,3143611,tuning,2,False,2024-06-10T00:00:00,10,True,enabled,4,4,1
rule_116,2024-06-05T00:00:00,2024-06-25T00:00:00,3,Stability,Decreased Security,2,3,4850944,availability,2,True,2024-06-30T00:00:00,8,True,enabled,2,5,1
rule_117,2024-06-13T00:00:00,2024-06-13T00:00:00,2,Security,Best Practice,1,1,3764906,availability,0,False,2024-06-28T00:00:00,8,True,enabled,3,3,1
rule_118,2024-06-24T00:00:00,2024-06-24T00:00:00,1,Availability,Best Practice,1,2,9042854,availability,0,False,2024-06-28T00:00:00,4,True,enabled,1,2,4
rule_119,2024-06-08T00:00:00,2024-06-11T00:00:00,2,Security,Database Performance Loss,2,1,3182226,performance,1,False,2024-06-28T00:00:00,1,True,enabled,3,3,1
rule_120,2024-06-29T00:00:00,2024-06-30T00:00:00,4,Performance,Best Practice,1,5,3241937,performance,0,True,2024-06-29T00:00:00,3,True,enabled,4,2,1
rule_121,2024-06-27T00:00:00,2024-06-28T00:00:00,1,Availability,Decreased Security,2,4,3885316,logging,3,True,2024-06-28T00:00:00,2,True,enabled,1,0,4
rule_122,2024-06-06T00:00:00,2024-06-20T00:00:00,4,Performance,Database Performance Loss,2,4,8624917,availability,3,True,2024-06-23T00:00:00,10,True,enabled,4,5,2
rule_123,2024-06-20T00:00:00,2024-06-29T00:00:00,3,Stability,Best Practice,1,5,3034685,database,1,False,2024-06-27T00:00:00,2,True,enabled,2,2,4
rule_124,2024-06-06T00:00:00,2024-06-29T00:00:00,4,Performance,Best Practice,1,4,3341866,hardening,1,True,2024-06-27T00:00:00,10,True,enabled,3,0,3
rule_125,2024-06-29T00:00:00,2024-06-29T00:00:00,2,Security,Decreased Security,2,1,2665961,hardening,1,True,2024-06-29T00:00:00,3,True,enabled,3,1,2
rule_126,2024-06-09T00:00:00,2024-06-22T00:00:00,4,Performance,Database Performance Loss,2,5,4131108,performance,0,False,2024-06-22T00:00:00,4,True,enabled,4,1,4
rule_127,2024-06-06T00:00:00,2024-06-21T00:00:00,1,Availability,Database Performance Loss,2,2,9735639,stability,1,False,2024-06-26T00:00:00,1,True,enabled,3,4,4
rule_128,2024-06-01T00:00:00,2024-06-02T00:00:00,4,Performance,Database Performance Loss,2,4,8290054,hardening,0,False,2024-06-17T00:00:00,10,True,enabled,5,4,0
rule_129,2024-06-29T00:00:00,2024-06-29T00:00:00,2,Security,Database Performance Loss,2,4,1782857,performance,1,True,2024-06-29T00:00:00,5,True,enabled,3,0,5
rule_130,2024-06-23T00:00:00,2024-06-23T00:00:00,1,Availability,Decreased Security,2,5,3742278,database,1,True,2024-06-30T00:00:00,6,True,enabled,4,5,0
rule_131,2024-06-12T00:00:00,2024-06-23T00:00:00,2,Security,Best Practice,1,1,1851872,database,3,True,2024-06-23T00:00:00,6,True,enabled,3,0,4
rule_132,2024-06-26T00:00:00,2024-06-26T00:00:00,4,Performance,Decreased Security,2,5,2602103,hardening,0,False,2024-06-26T00:00:00,9,True,enabled,1,2,0
rule_133,2024-06-10T00:00:00,2024-06-14T00:00:00,4,Performance,Best Practice,1,4,9720740,database,2,True,2024-06-23T00:00:00,7,True,enabled,5,3,2
rule_134,2024-06-29T00:00:00,2024-06-30T00:00:00,4,Performance,Decreased Security,2,4,7325046,hardening,2,False,2024-06-29T00:00:00,5,True,enabled,3,2,3
rule_135,2024-06-07T00:00:00,2024-06-11T00:00:00,1,Availability,Best Practice,1,3,1458671,security,3,True,2024-06-19T00:00:00,3,True,enabled,5,3,5
rule_136,2024-06-27T00:00:00,2024-06-28T00:00:00,4,Performance,Database Performance Loss,2,4,1756851,availability,2,False,2024-06-27T00:00:00,8,True,enabled,2,2,1
rule_137,2024-06-05T00:00:00,2024-06-09T00:00:00,1,Availability,Best Practice,1,3,3514487,database,2,False,2024-06-06T00:00:00,10,True,enabled,4,0,1
rule_138,2024-06-27T00:00:00,2024-06-30T00:00:00,4,Performance,Best Practice,1,5,6078974,tuning,0,False,2024-06-29T00:00:00,8,True,enabled,2,2,2
rule_139,2024-06-02T00:00:00,2024-06-06T00:00:00,1,Availability,Decreased Security,2,4,4214859,availability,1,True,2024-06-28T00:00:00,8,True,enabled,3,4,2
rule_140,2024-06-23T00:00:00,2024-06-28T00:00:00,4,Performance,Decreased Security,2,4,1102023,security,0,False,2024-06-25T00:00:00,3,True,enabled,3,5,3
rule_141,2024-06-04T00:00:00,2024-06-21T00:00:00,2,Security,Database Performance Loss,2,3,9763993,logging,3,False,2024-06-12T00:00:00,3,True,enabled,1,0,5
rule_142,2024-06-07T00:00:00,2024-06-21T00:00:00,3,Stability,Best Practice,1,5,2648727,database,2,True,2024-06-28T00:00:00,1,True,enabled,5,1,4
rule_143,2024-06-20T00:00:00,2024-06-28T00:00:00,2,Security,Decreased Security,2,3,5718546,hardening,0,True,2024-06-24T00:00:00,3,True,enabled,4,0,0
rule_144,2024-06-28T00:00:00,2024-06-30T00:00:00,4,Performance,Decreased Security,2,4,6994125,tuning,3,True,2024-06-29T00:00:00,6,True,enabled,4,4,0
rule_145,2024-06-28T00:00:00,2024-06-28T00:00:00,4,Performance,Decreased Security,2,5,2291921,performance,3,True,2024-06-28T00:00:00,2,True,enabled,1,2,1
rule_146,2024-06-13T00:00:00,2024-06-27T00:00:00,1,Availability,Decreased Security,2,3,5829802,database,3,True,2024-06-28T00:00:00,9,True,enabled,5,1,2
rule_147,2024-06-18T00:00:00,2024-06-19T00:00:00,3,Stability,Best Practice,1,2,4498498,database,2,True,2024-06-28T00:00:00,7,True,enabled,2,1,4
rule_148,2024-06-19T00:00:00,2024-06-28T00:00:00,3,Stability,Database Performance Loss,2,4,6750636,hardening,0,True,2024-06-29T00:00:00,6,True,enabled,2,2,0
rule_149,2024-06-24T00:00:00,2024-06-29T00:00:00,4,Performance,Database Performance Loss,2,2,9591438,availability,2,False,2024-06-27T00:00:00,5,True,enabled,5,5,2
rule_150,2024-06-26T00:00:00,2024-06-26T00:00:00,2,Security,Database Performance Loss,2,2,6086254,hardening,0,True,2024-06-26T00:00:00,6,True,enabled,5,1,1
rule_151,2024-06-02T00:00:00,2024-06-12T00:00:00,2,Security,Decreased Security,2,1,6668239,security,0,False,2024-06-10T00:00:00,1,True,enabled,1,2,1
rule_152,2024-06-09T00:00:00,2024-06-13T00:00:00,1,Availability,Best Practice,1,4,6934875,database,1,False,2024-06-12T00:00:00,10,True,enabled,3,1,1
rule_153,2024-06-19T00:00:00,2024-06-20T00:00:00,2,Security,Database Performance Loss,2,2,4654258,database,3,True,2024-06-20T00:00:00,3,True,enabled,2,2,4
rule_154,2024-06-15T00:00:00,2024-06-30T00:00:00,4,Performance,Database Performance Loss,2,4,3478689,database,1,False,2024-06-20T00:00:00,5,True,enabled,4,1,1
rule_155,2024-06-23T00:00:00,2024-06-25T00:00:00,2,Security,Database Performance Loss,2,3,8786930,hardening,0,False,2024-06-24T00:00:00,5,True,enabled,4,0,3
rule_156,2024-06-30T00:00:00,2024-06-30T00:00:00,1,Availability,Database Performance Loss,2,4,6995460,performance,2,False,2024-06-30T00:00:00,1,True,enabled,2,2,0
rule_157,2024-06-25T00:00:00,2024-06-27T00:00:00,4,Performance,Best Practice,1,2,3249995,stability,3,False,2024-06-28T00:00:00,9,True,enabled,2,3,4
rule_158,2024-06-19T00:00:00,2024-06-29T00:00:00,2,Security,Decreased Security,2,3,2895557,availability,1,True,2024-06-26T00:00:00,1,True,enabled,1,3,3
rule_159,2024-06-21T00:00:00,2024-06-22T00:00:00,2,Security,Best Practice,1,3,8062783,availability,2,True,2024-06-25T00:00:00,9,True,enabled,2,4,0
